_row_id,_input_row_index,_source_url,extract_rank,extract_text,is_gap_extract,brief_usefulness_score_0_100,brief_gap_analysis_usefulness_score_0_100,brief_message_usefulness_score_0_100
row::42a2fc4b143ee3649cb071282ebdeed24dfdb719,3,https://www.bsaci.org/guidelines-and-standards/primary-care-guidelines/adrenaline-auto-injector-prescription-for-patients-at-risk-of-anaphylaxis-bsaci-guidance-for-primary-care,2,BSACI emphasises device-specific training and coordination between specialist and primary care teams to avoid gaps in care.,False,72,70,65
row::42a2fc4b143ee3649cb071282ebdeed24dfdb719,3,https://www.bsaci.org/guidelines-and-standards/primary-care-guidelines/adrenaline-auto-injector-prescription-for-patients-at-risk-of-anaphylaxis-bsaci-guidance-for-primary-care,3,"BSACI notes prescribing can act as a safety net when anaphylaxis risk is uncertain, pending specialist review, and that patients prescribed an AAI/at risk should be referred to an allergy specialist.",False,72,70,65
row::ceb062e780171388beb6c0a009c60e7bd90d491e,4,https://www.nice.org.uk/guidance/qs119/chapter/Quality-statement-1-Initial-education-in-adrenaline-auto-injector-use,1,"""Quality statement 1: Initial education in adrenaline auto-injector use | Anaphylaxis | Quality standards""",False,35,80,10
row::f148d20f792f272c300f16190667afbf2e207632,5,https://www.nice.org.uk/guidance/cg134/chapter/introduction,1,"""Introduction | Anaphylaxis: assessment and referral after emergency treatment | Guidance""",False,8,65,0
row::390c5e641a1bd50804389a370eeb5fec68b37dcf,6,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/emergency-anaphylatic-treatment,1,UK incidence increasing (unquantified in excerpt).,False,78,85,65
row::390c5e641a1bd50804389a370eeb5fec68b37dcf,6,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/emergency-anaphylatic-treatment,2,ABCDE approach recommended for recognition/management.,False,78,85,65
row::390c5e641a1bd50804389a370eeb5fec68b37dcf,6,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/emergency-anaphylatic-treatment,3,Early intramuscular adrenaline is treatment of choice.,False,78,85,65
row::390c5e641a1bd50804389a370eeb5fec68b37dcf,6,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/emergency-anaphylatic-treatment,4,High-risk individuals should carry an AAI and receive training/support.,False,78,85,65
row::390c5e641a1bd50804389a370eeb5fec68b37dcf,6,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/emergency-anaphylatic-treatment,5,Treatment varies by location/equipment/skills.,False,78,85,65
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,1,MHRA approved adrenaline (epinephrine) nasal spray (EURneffy) for emergency treatment of anaphylaxis in the UK.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,2,Introduces a nasal spray formulation as a needle-free alternative to auto-injectors.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,3,Intended for adults and children ≥30 kg.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,4,Ready-to-use single dose; delivers entire contents (2 mg) upon activation.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,5,Do not press plunger before inserting into nostril or the single dose will be lost.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,6,Can be used even when the nose is congested due to cold or allergy.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,7,Patients should carry two sprays in case a second dose is needed and tell friends/family for emergencies.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,8,MHRA will keep safety and effectiveness under close review; Yellow Card reporting referenced.,False,78,58,82
row::04c191d9e2b0cab9395a047ed212b0e2c10df47b,7,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,9,Approved via International Recognition Procedure (IRP) with targeted assessment.,False,78,58,82
row::9c2f70d451fca0f294d73069b8e774bb8a46d57b,8,https://www.gov.uk/government/publications/using-emergency-adrenaline-auto-injectors-in-schools,1,"From 1 October 2017, schools in England will be allowed to purchase adrenaline auto-injector (AAI) devices without a prescription, for emergency use on children who are at risk of anaphylaxis but whose own device is not available or not working.",False,78,62,72
row::9c2f70d451fca0f294d73069b8e774bb8a46d57b,8,https://www.gov.uk/government/publications/using-emergency-adrenaline-auto-injectors-in-schools,2,Guidance for schools on creating a policy around the use of emergency auto-injectors (AAI).,False,78,62,72
row::2f2cf8930390fcb36636450737cf9ac368305909,9,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/adrenaline-auto-injector-2,1,Guideline summary emphasizes inclusion of written treatment plans and training recommendations; references dosing/absorption and risk assessment for number of devices required (details not present in excerpt).,False,68,82,52
row::922364151043126b381bf31bad2532363ded5a53,10,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/pimat-study,1,UK teen non-use of AAI during anaphylaxis is reported as >80% (n=245) in a cited survey.,False,88,85,82
row::922364151043126b381bf31bad2532363ded5a53,10,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/pimat-study,2,Delayed or absent adrenaline is framed as a risk factor for fatal anaphylaxis.,False,88,85,82
row::922364151043126b381bf31bad2532363ded5a53,10,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/pimat-study,3,Teen dosing-transition is explicitly discussed: 300 mcg vs 500 mcg in teenagers >40 kg; local guidance suggests considering switching at 40–45 kg.,False,88,85,82
row::922364151043126b381bf31bad2532363ded5a53,10,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/pimat-study,4,Underdosing is quantified in the rationale (300 mcg at 40 kg ~30% under-dose by weight).,False,88,85,82
row::922364151043126b381bf31bad2532363ded5a53,10,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/pimat-study,5,Needle length differences (15 mm vs 23 mm) are proposed to be assessed for impact on delivery.,False,88,85,82
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,1,Carry 2 in-date AAIs at all times; replace before expiry.,False,78,72,70
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,2,Device-specific training and practise with trainer devices is recommended before an emergency.,False,78,72,70
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,3,Use adrenaline immediately at first signs; do not delay; call 999 even if improving; use second device if not improved after 5 minutes.,False,78,72,70
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,4,Indications include exercise-induced and idiopathic anaphylaxis (relevant to sport settings).,False,78,72,70
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,5,Only one AAI brand is available in 500 micrograms in the UK; dosing is guided by age and bodyweight per SmPC.,False,78,72,70
row::2893e28af57004cfd90be6cce11f434a67cb27b1,11,https://www.gov.uk/drug-safety-update/adrenaline-auto-injectors-reminder-for-prescribers-to-support-safe-and-effective-use,6,Labelled strength may not reflect early systemic exposure; device/patient factors can affect blood levels; PK/PD studies were mandated; past Emerade activation failures/recall and reintroduction after corrective actions; report defects via Yellow Card.,False,78,72,70
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,1,Carry at all times for immediate use before emergency services arrive.,False,88,92,82
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,2,Immediate adrenaline at first signs/suspected anaphylaxis; administer even if in doubt; then dial 999.,False,88,92,82
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,3,"ABC (Airway, Breathing, Circulation) recognition: one severe symptom warrants adrenaline.",False,88,92,82
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,4,Second dose at 5 minutes if no improvement; supports two-device availability.,False,88,92,82
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,5,Brand-specific training imperative due to device design differences; trainer devices encouraged.,False,88,92,82
row::c91a48a1d6825f6105fa32093e4ef2324aaf1f7d,12,https://www.gov.uk/government/publications/public-assessment-report-recommendations-to-support-the-effective-and-safe-use-of-adrenaline-auto-injectors/public-assessment-report-of-the-commission-on-human-medicines-adrenaline-auto-injector-expert-working-group-recommendations-to-support-the-effectiv,6,Posture management (do not stand/sit) is under-recognised; recommend pictograms/videos.,False,88,92,82
row::4320442b069aec9024e2689583048b2dda4ac488,13,https://www.bsaci.org/bsaci-eurneffy-statement,1,Patients are often reluctant to use or carry injected adrenaline; this can delay treatment and increase risk of severe outcomes.,False,86,92,78
row::4320442b069aec9024e2689583048b2dda4ac488,13,https://www.bsaci.org/bsaci-eurneffy-statement,2,"A compact, needle-free device is likely to reduce reluctance to use/carry adrenaline and should result in more timely treatment (framed as expectation, not proven outcome).",False,86,92,78
row::4320442b069aec9024e2689583048b2dda4ac488,13,https://www.bsaci.org/bsaci-eurneffy-statement,3,Recommendation for shared decision-making when counselling on EURneffy vs injectable adrenaline.,False,86,92,78
row::4320442b069aec9024e2689583048b2dda4ac488,13,https://www.bsaci.org/bsaci-eurneffy-statement,4,"Maintain Allergy Action Plan and call emergency services (999) after any adrenaline use, regardless of route/device.",False,86,92,78
row::4320442b069aec9024e2689583048b2dda4ac488,13,https://www.bsaci.org/bsaci-eurneffy-statement,5,"Tabled comparison: auto-injectors less compact/not easily carried and involve injection vs EURneffy more compact/easily carried and needle-free, alongside ‘very limited clinical experience’ caveat.",False,86,92,78
row::9f937eaba70c095d8d3fca097ee021c2da59b5f5,14,https://www.rcpch.ac.uk/resources/allergy-care-pathway-anaphylaxis,1,Prompt IM adrenaline is the cornerstone of therapy in hospital and community.,False,72,78,60
row::9f937eaba70c095d8d3fca097ee021c2da59b5f5,14,https://www.rcpch.ac.uk/resources/allergy-care-pathway-anaphylaxis,2,Referral to specialist paediatric allergy clinics for children and young people at risk.,False,72,78,60
row::9f937eaba70c095d8d3fca097ee021c2da59b5f5,14,https://www.rcpch.ac.uk/resources/allergy-care-pathway-anaphylaxis,3,Management plans are recommended and may reduce frequency/severity of further reactions.,False,72,78,60
row::9f937eaba70c095d8d3fca097ee021c2da59b5f5,14,https://www.rcpch.ac.uk/resources/allergy-care-pathway-anaphylaxis,4,"Local multidisciplinary networks should link primary/community care, social care, education and hospital practice.",False,72,78,60
row::9f937eaba70c095d8d3fca097ee021c2da59b5f5,14,https://www.rcpch.ac.uk/resources/allergy-care-pathway-anaphylaxis,5,Skin signs may be absent in a significant proportion of anaphylaxis cases.,False,72,78,60
row::996e16fa0a7f73f76a7669ce60e404e3f6df8ca6,15,https://northeast.devonformularyguidance.nhs.uk/formulary/chapters/3-respiratory/3-4-antihistamines-allergic-emergencies/3-4-3-allergic-emergencies,1,Under-18 dosing is weight-dependent (10 microgram/kg) and may be 150 or 300 microgram depending on weight (SmPC-referenced).,False,74,72,66
row::996e16fa0a7f73f76a7669ce60e404e3f6df8ca6,15,https://northeast.devonformularyguidance.nhs.uk/formulary/chapters/3-respiratory/3-4-antihistamines-allergic-emergencies/3-4-3-allergic-emergencies,2,"Explicit weight thresholds (e.g., 15–30 kg vs >30 kg) illustrate the dose-transition point relevant as young people gain weight.",False,74,72,66
row::996e16fa0a7f73f76a7669ce60e404e3f6df8ca6,15,https://northeast.devonformularyguidance.nhs.uk/formulary/chapters/3-respiratory/3-4-antihistamines-allergic-emergencies/3-4-3-allergic-emergencies,3,Device instructions vary by brand; prescribing by brand and device-specific training are emphasised.,False,74,72,66
row::996e16fa0a7f73f76a7669ce60e404e3f6df8ca6,15,https://northeast.devonformularyguidance.nhs.uk/formulary/chapters/3-respiratory/3-4-antihistamines-allergic-emergencies/3-4-3-allergic-emergencies,4,"MHRA-advised behaviours: carry two in-date devices, replace before expiry, and use brand-specific training/trainer devices.",False,74,72,66
row::996e16fa0a7f73f76a7669ce60e404e3f6df8ca6,15,https://northeast.devonformularyguidance.nhs.uk/formulary/chapters/3-respiratory/3-4-antihistamines-allergic-emergencies/3-4-3-allergic-emergencies,5,MHRA toolkit resources exist for recognition/response and AAI use education.,False,74,72,66
row::76d93c9d9541eca92922f1bed8adda14d0fbda08,16,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1163817/full,1,"ED cohort (Taiwan, adults) quantified low epinephrine use (34.1%) and delayed use (25.2%) with high adjunct medication use (>90% steroids/antihistamines).",False,58,72,46
row::76d93c9d9541eca92922f1bed8adda14d0fbda08,16,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1163817/full,2,"Epinephrine administration associated with markers of severe presentation and ambulance arrival, suggesting thresholding and potential delays in recognition/decision-making.",False,58,72,46
row::76d93c9d9541eca92922f1bed8adda14d0fbda08,16,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1163817/full,3,"Even with hypotension, epinephrine was given in fewer than half of cases, indicating under-treatment despite severe features.",False,58,72,46
row::76d93c9d9541eca92922f1bed8adda14d0fbda08,16,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1163817/full,4,Discussion reiterates guideline position: early IM epinephrine is cornerstone; antihistamines do not treat airway/hypotension/shock; diagnostic variability can drive underuse.,False,58,72,46
row::76d93c9d9541eca92922f1bed8adda14d0fbda08,16,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1163817/full,5,"Mentions noninvasive sublingual epinephrine tablets as ‘easy-to-carry’ community option (contextual, not product-specific).",False,58,72,46
row::4789baad90669de759258000e12d4c99a0684678,17,https://www.all-imm.com/index.php/aei/article/view/580/896,1,"UK adolescent adherence and carriage are low despite high confidence/knowledge; membership of support groups and having a management plan correlate with better adherence (Jones et al., UK).",False,88,86,84
row::4789baad90669de759258000e12d4c99a0684678,17,https://www.all-imm.com/index.php/aei/article/view/580/896,2,"In UK multicentre paediatric/teen sample, most anaphylaxis episodes were not treated with the prescribed AAI, commonly due to perceived lack of necessity or uncertainty (Noimark et al., UK).",False,88,86,84
row::4789baad90669de759258000e12d4c99a0684678,17,https://www.all-imm.com/index.php/aei/article/view/580/896,3,"AYA carriage varies by situation (e.g., lower during sports/tight clothes) and device inconvenience/comfort is a stated barrier (non-UK AYA studies).",False,88,86,84
row::4789baad90669de759258000e12d4c99a0684678,17,https://www.all-imm.com/index.php/aei/article/view/580/896,4,Peer dynamics including bullying are reported and plausibly contribute to concealment and non-carrying (non-UK AYA study).,False,88,86,84
row::3c5da37e0550d6eb2fd0cb9bf183ce0e612e372b,18,https://link.springer.com/article/10.1007/s40629-020-00158-y,1,Adrenaline (epinephrine) emphasized as the most important/first-line acute treatment; repeated cautions not to delay IM adrenaline.,False,72,78,55
row::3c5da37e0550d6eb2fd0cb9bf183ce0e612e372b,18,https://link.springer.com/article/10.1007/s40629-020-00158-y,2,Fixed-dose auto-injector strengths noted for lay use (150/300/500 µg) alongside weight-adjusted IM dosing; second dose recommended after 5–10 min if inadequate response.,False,72,78,55
row::3c5da37e0550d6eb2fd0cb9bf183ce0e612e372b,18,https://link.springer.com/article/10.1007/s40629-020-00158-y,3,Clinical criteria for anaphylaxis (multi-system involvement; respiratory/cardiovascular compromise) provided for recognition training.,False,72,78,55
row::3c5da37e0550d6eb2fd0cb9bf183ce0e612e372b,18,https://link.springer.com/article/10.1007/s40629-020-00158-y,4,"Risk augmentation described (exercise, stress, alcohol, infection), relevant to real-world teen contexts.",False,72,78,55
row::3c5da37e0550d6eb2fd0cb9bf183ce0e612e372b,18,https://link.springer.com/article/10.1007/s40629-020-00158-y,5,Adolescent-linked clinical signals: bronchial obstruction risk especially in children/adolescents; ‘sense of impending doom’ in adolescents/adults.,False,72,78,55
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,1,Prompt IM adrenaline is first-line; antihistamines/corticosteroids should not delay adrenaline.,False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,2,Delayed adrenaline is associated with worse outcomes; pre-hospital adrenaline is associated with better outcomes.,False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,3,Recognition is difficult due to variable presentation (including absence of skin symptoms); mild cases can progress rapidly.,False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,4,Repeat adrenaline may be needed at 5–15 minute intervals; biphasic reactions require monitoring.,False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,5,"Exercise/asthma/drugs can act as co-factors, increasing severity at lower exposures; mechanisms remain poorly understood.",False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,6,Schools are common settings for paediatric reactions and can have preparedness/training gaps.,False,72,78,66
row::d0248d1d186bf5661f51ab0b332ab5402f18fb9b,19,https://link.springer.com/article/10.1186/s13601-017-0182-7,7,Adolescents/teenagers are described as higher-risk due to risk-taking/avoidance and delayed help-seeking; alcohol noted as a co-factor.,False,72,78,66
row::f2d2a97c2dc0dc4f1492e6023884cbbf95f6272d,20,https://link.springer.com/article/10.1186/s13223-021-00634-2,1,IM epinephrine dosing principle: 0.01 mg/kg up to max initial 0.5 mg.,False,78,88,62
row::f2d2a97c2dc0dc4f1492e6023884cbbf95f6272d,20,https://link.springer.com/article/10.1186/s13223-021-00634-2,2,Fixed-dose EAIs can underdose as patient weight increases (explicit statement above 30 kg).,False,78,88,62
row::f2d2a97c2dc0dc4f1492e6023884cbbf95f6272d,20,https://link.springer.com/article/10.1186/s13223-021-00634-2,3,Consider 0.5 mg EAI at ≥45 kg via shared decision-making (CSACI recommendation).,False,78,88,62
row::f2d2a97c2dc0dc4f1492e6023884cbbf95f6272d,20,https://link.springer.com/article/10.1186/s13223-021-00634-2,4,Early epinephrine (prehospital) associated with lower risk of uncontrolled reactions in a cited paediatric study.,False,78,88,62
row::f2d2a97c2dc0dc4f1492e6023884cbbf95f6272d,20,https://link.springer.com/article/10.1186/s13223-021-00634-2,5,"Needle length/IM delivery concerns noted (e.g., may not reach muscle in many women) and device characteristics vary by dose.",False,78,88,62
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,1,Prescriber feedback identified confusion due to different brand recommendations for the 150→300 microgram transition.,False,72,70,65
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,2,"Previously, Jext switched at 30 kg while EpiPen recommended 300 micrograms from 25 kg.",False,72,70,65
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,3,BSACI and EAACI guidance supported transition to 300 micrograms at 25 kg.,False,72,70,65
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,4,BNF/BNFC aligned Jext weight ranges with EpiPen so ≥25 kg may receive 300 micrograms.,False,72,70,65
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,5,BNF/BNFC notes dosing via auto-injector may differ from the product licence (unlicensed-use statement).,False,72,70,65
row::76a11a29aa457fbc761ab2a297bcfe70f8c6bac8,21,https://www.pharmaceuticalpress.com/bnf-news/adrenaline-auto-injectors-for-acute-anaphylaxis,6,Implementation timing: Dec 2024 online/in-app update; print inclusion 2025+.,False,72,70,65
row::864bbebcad9a74499d01facd84e31494f89cbfac,22,https://link.springer.com/article/10.1007/s40629-018-0080-0,1,“Reminder system for adrenaline autoinjectors does not work” (title only; no methods/results provided in chunk).,False,35,75,10
row::b4a6b4335bd7ff016964afaff99c941b52a07eb8,23,https://learninghub.nhs.uk/Resource/17304/Item,1,“BSACI resource: Types of Adrenaline Auto Injectors”,False,12,35,2
row::b4a6b4335bd7ff016964afaff99c941b52a07eb8,23,https://learninghub.nhs.uk/Resource/17304/Item,2,“Last updated: 28 May 2025”,False,12,35,2
row::b4a6b4335bd7ff016964afaff99c941b52a07eb8,23,https://learninghub.nhs.uk/Resource/17304/Item,3,“First contributed: 30 August 2022”,False,12,35,2
row::f6b302cfd29391325f8784abf60f13b6b47144e6,24,https://www.food.gov.uk/research/food-hypersensitivity/using-nhs-data-to-monitor-trends-in-the-occurrence-of-severe-food-induced-allergic-reactions,1,Around 3% of the UK population have IgE-mediated food allergy and are at risk of potentially life-threatening allergic reactions.,False,82,90,58
row::f6b302cfd29391325f8784abf60f13b6b47144e6,24,https://www.food.gov.uk/research/food-hypersensitivity/using-nhs-data-to-monitor-trends-in-the-occurrence-of-severe-food-induced-allergic-reactions,2,"Food-induced anaphylaxis represented 29.4% of reported anaphylaxis admissions, and increased significantly from 1.23 to 4.02 admissions per 100,000 population per annum over the study period.",False,82,90,58
row::f6b302cfd29391325f8784abf60f13b6b47144e6,24,https://www.food.gov.uk/research/food-hypersensitivity/using-nhs-data-to-monitor-trends-in-the-occurrence-of-severe-food-induced-allergic-reactions,3,"Despite an annual increase of 5.7% in hospitalisation for food-induced anaphylaxis between 1998 and 2018, the case fatality rate more than halved (0.7% in 1998 to <0.3% in 2018).",False,82,90,58
row::f6b302cfd29391325f8784abf60f13b6b47144e6,24,https://www.food.gov.uk/research/food-hypersensitivity/using-nhs-data-to-monitor-trends-in-the-occurrence-of-severe-food-induced-allergic-reactions,4,152 deaths were identified during the study period where the cause was likely to have been food-induced anaphylaxis.,False,82,90,58
row::f6b302cfd29391325f8784abf60f13b6b47144e6,24,https://www.food.gov.uk/research/food-hypersensitivity/using-nhs-data-to-monitor-trends-in-the-occurrence-of-severe-food-induced-allergic-reactions,5,At least 86 (46%) fatalities were triggered by peanut or tree nuts.,False,82,90,58
